"Carimbo de data/hora","Qual é o seu Curso?","Selecione para qual disciplina você vai responder o questionário ","Selecione para qual disciplina você vai responder o questionário","Selecione para qual disciplina você vai responder o questionário ","Selecione para qual disciplina você vai responder o questionário ","Selecione para qual disciplina você vai responder o questionário ","Selecione para qual disciplina você vai responder o questionário ","1)      Organizei meus estudos com base no plano de ensino (programação) da(o) disciplina/tema/módulo ","2)      Mantive um relacionamento cordial com o(a) professor (a) coordenador (a) da disciplina ","3)      Mantive um relacionamento cordial com o (a) tutor (a) presencial ","4)      Mantive um relacionamento cordial com o (a) tutor (a) a distância","5)      Mantive um relacionamento cordial com o (a) coordenador (a) do polo","6)      Frequentei as atividades presenciais conforme programado","7)      Participei das atividades a distância conforme programado","8)      Compreendi os conteúdos ministrados na(o) disciplina/tema/módulo ","9)      Estive motivado/a ao longo da oferta da(o) disciplina/tema/módulo","10)      Aprofundei meus conhecimentos, de maneira autônoma, consultando outras fontes","11)      Realizei as atividades da disciplina/tema/módulo, atendendo aos prazos estabelecidos ","12)      Realizei as atividades da disciplina/tema/módulo observando os critérios estabelecidos ","13)      Dediquei horas de estudo à disciplina ao longo da semana ","14) O(A) professor(a)/coordenador(a) da(o) disciplina/tema/módulo mostrou-se disponível para me atender e orientar ","15)      O(A) professor(a)/coordenador(a) da(o) disciplina/tema/módulo me tratou com ética e respeito","16)      O(A) tutor(a) presencial mostrou-se disponível para me atender e orientar ","17)      O(A) tutor(a) presencial me tratou com ética e respeito ","18)      O(A) tutor(a) a distância mostrou-se disponível para me atender e orientar","19)      O(A) tutor(a) a distância me tratou com ética e respeito","20)      Tive acesso ao plano de ensino (programação) da(o) disciplina/tema/módulo ","21)      O plano de ensino (programação) da(o) disciplina/tema/módulo foi cumprido","22)      As atividades de tutoria realizadas contemplaram as necessidades da turma","23)      As atividades de tutoria foram executadas conforme o planejado","24)      Os conteúdos da(o) disciplina/tema/módulo foram ministrados com clareza e objetividade","25)      Os conceitos/conteúdos foram apresentados de forma contextualizada","26)      Fui estimulado a desenvolver o pensamento crítico","27)      Foram utilizados recursos diversos (vídeos, materiais complementares, webconferências, etc.) durante a oferta da(o) disciplina/tema/módulo","28) Esta disciplina contribuiu com minha formação cidadã e profissional ","29)      A interação com professores e colegas foi favorecida/estimulada","30)      O material didático fornecido para estudo da(o) disciplina/tema/módulo foi adequado","31)      O processo avaliativo da(o) disciplina/tema/módulo foi explicado aos discentes de forma clara e objetiva","32)      A avaliação da aprendizagem foi realizada com critérios bem definidos","33)      A avaliação da aprendizagem foi realizada de acordo com os conteúdos trabalhados","34)      Foram utilizados diferentes instrumentos/estratégias de avaliação (provas, seminários, produção textual, etc.)","35)      Os(As) instrumentos/estratégias de avaliação foram adequados(as), acessíveis aos discentes e os prazos/tempo foram suficientes","36)      As salas reservadas às atividades presenciais e seu mobiliário estavam em condições adequadas de uso","37)      A infraestrutura das bibliotecas atendeu adequadamente às necessidades discentes (sala de estudos, acervo, atendimento, etc.)","38)      Os recursos audiovisuais atenderam às necessidades do ensino no âmbito da(o) disciplina/tema/módulo","39)      O ambiente virtual de aprendizagem utilizado (Moodle/SIGAA) atendeu às necessidades dos discentes","40)      Os recursos de informática dos laboratórios, nos polos, atenderam às necessidades discentes","41)      O laboratório de atividades práticas estava adequado às atividades desenvolvidas","42)      As instalações físicas do polo (banheiros, espaços de convivência, espaço para alimentação, etc.) atendem às necessidades dos discentes","43) A acessibilidade nos espaços utilizados, incluindo o ambiente virtual, é adequada","Comentários Gerais (máximo 600 caracteres)","Sugestões de Melhoria (Máximo 600 caracteres)"
"2023/11/13 3:28:07 PM GMT-3","LICENCIATURA INTEGRADA EM CIÊNCIAS, LINGUAGENS E MATEMÁTICA","","LINGUAGEM E CONHECIMENTO IV","","","","","4","4","4","3","3","4","3","4","4","4","3","4","4","3","3","4","4","3","3","4","4","4","3","4","3","4","4","4","3","4","4","4","4","4","3","3","3","4","3","3","5","3","3","Esse Tema foi muito gratificante para mim, com uma somatória inexplicável para meu aprendizado com tirinhas e o diálogo comunicativo com alunos.
","Em caso acidente doméstico, deveria haver uma certa tolerância e compreensão para as postagens mediante comprovação do ocorrido."
"2023/11/13 3:29:16 PM GMT-3","LICENCIATURA INTEGRADA EM CIÊNCIAS, LINGUAGENS E MATEMÁTICA","","ESTUDOS TEORICO-PRATICOS DA ALFABETIZACAO EM LINGUA MATERNA III","","","","","3","3","3","3","3","3","3","3","2","3","3","3","3","3","3","3","3","2","3","3","2","3","3","3","3","3","2","3","3","3","3","3","3","2","3","3","2","3","3","2","3","3","3","",""
"2023/11/13 3:32:07 PM GMT-3","LICENCIATURA INTEGRADA EM CIÊNCIAS, LINGUAGENS E MATEMÁTICA","","ALFABETIZACAO E LETRAMENTO EM CIENCIAS E MATEMATICA V","","","","","2","3","3","3","3","2","2","3","3","2","2","2","2","3","3","4","4","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","2","2","2","3","2","2","2","3","",""
"2023/11/13 3:33:06 PM GMT-3","LETRAS LINGUA PORTUGUESA","","","FONETICA E FONOLOGIA","","","","3","3","4","4","4","3","3","3","3","3","3","3","3","4","4","4","4","4","4","3","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","2","2","2","2","2","2","2","2","o polo esta precisando de uma reforma com urgencia","melhorar o laboratório e a qualidade da Internet do polo que é de baixa qualidade"
"2023/11/13 3:34:58 PM GMT-3","LETRAS LINGUA PORTUGUESA","","","ENSINO/APRENDIZAGEM DO PORTUGUES I","","","","1","2","1","2","2","2","2","1","1","2","1","2","1","3","3","3","3","3","3","3","3","2","2","2","2","2","1","3","2","2","1","2","2","2","1","4","1","1","1","1","1","2","2","",""
"2023/11/13 3:35:27 PM GMT-3","LICENCIATURA INTEGRADA EM CIÊNCIAS, LINGUAGENS E MATEMÁTICA","","PESQUISA ORIENTADA NO AMBIENTE ESCOLAR E COMUNITÁRIO I","","","","","3","3","4","4","3","3","3","3","3","3","3","2","3","3","3","4","4","4","3","3","3","3","2","3","3","3","3","3","3","3","3","3","3","3","3","2","3","3","3","3","4","3","3","",""
"2023/11/13 3:37:13 PM GMT-3","LETRAS LINGUA PORTUGUESA","","","OFICINA DE DIDATIZACAO DE GENEROS TEXTUAIS","","","","2","2","3","4","3","4","4","2","1","4","4","4","4","2","2","1","4","4","4","3","2","2","2","1","1","4","2","4","3","1","1","1","1","3","2","3","4","3","3","4","4","4","3","Infelizmente  não  posso dizer que houver um boa participação da professora titular,a mesma não  se faz muito presente na disciplina ministrada por as mesma.","Ser mais atuante e participativa com os alunos e disponibilizar  matérias complementares para auxiliar  os discentes com suas dúvidas. "
"2023/11/13 3:40:02 PM GMT-3","BIBLIOTECONOMIA","","","","","EDUCACAO DE USUARIOS","","4","4","4","4","4","4","4","4","4","4","4","4","3","4","4","5","5","4","5","4","4","4","4","4","4","4","4","4","3","4","4","4","4","3","4","4","3","3","4","2","4","4","3","",""
"2023/11/13 3:42:20 PM GMT-3","LICENCIATURA INTEGRADA EM CIÊNCIAS, LINGUAGENS E MATEMÁTICA","","INTRODUÇÃO A LIBRAS","","","","","3","3","3","2","2","3","3","3","3","3","3","3","3","3","3","3","3","2","3","3","3","3","3","2","2","2","2","3","3","2","2","3","3","2","2","2","2","3","3","2","3","3","3","",""
"2023/11/13 3:45:07 PM GMT-3","LETRAS LINGUA PORTUGUESA","","","ENSINO/APRENDIZAGEM DO PORTUGUES I","","","","1","2","1","2","2","2","1","1","1","2","1","2","1","3","3","2","3","3","3","2","2","2","2","2","2","2","1","2","2","2","1","2","2","2","1","3","1","1","2","1","1","2","2","Em geral o ensino a distância ainda  precisa de melhorias para que haja clareza e entendimento de forma que não prejudique o aluno.",""
"2023/11/13 3:45:12 PM GMT-3","BIBLIOTECONOMIA","","","","","PLANEJAMENTO DE AMBIENTES DE INFORMACAO","","4","3","4","4","4","4","4","4","4","4","4","4","3","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","3","2","3","4","4","5","4","4","",""
"2023/11/13 3:45:48 PM GMT-3","BIBLIOTECONOMIA","","","","","PLANEJAMENTO DE AMBIENTES DE INFORMACAO","","4","4","3","4","2","3","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","3","3","4","4","4","4","4","4","4","4","4","4","4","3","3","4","4","4","3","3","3","4","",""
"2023/11/13 3:46:58 PM GMT-3","LICENCIATURA INTEGRADA EM CIÊNCIAS, LINGUAGENS E MATEMÁTICA","","ALFABETIZACAO E LETRAMENTO EM CIENCIAS E MATEMATICA V","","","","","3","3","3","3","3","2","2","2","2","2","2","2","2","3","3","3","3","2","3","3","2","3","3","3","3","3","3","3","3","2","3","3","3","3","3","3","2","3","3","3","3","3","3","",""
"2023/11/13 3:48:31 PM GMT-3","BIBLIOTECONOMIA","","","","","PUBLICACOES DIGITAIS","","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","3","4","4","4","5","4","4","",""
"2023/11/13 3:51:20 PM GMT-3","LICENCIATURA INTEGRADA EM CIÊNCIAS, LINGUAGENS E MATEMÁTICA","","PESQUISA ORIENTADA NO AMBIENTE ESCOLAR E COMUNITÁRIO I","","","","","4","4","4","3","3","4","4","4","4","4","4","4","4","4","4","4","4","3","3","4","4","4","3","4","4","4","3","4","4","4","4","4","4","4","4","3","3","4","4","3","5","3","3","Esse Tema foi excelente.",""
"2023/11/13 3:52:32 PM GMT-3","LICENCIATURA INTEGRADA EM CIÊNCIAS, LINGUAGENS E MATEMÁTICA","","ESTUDOS TEORICO-PRATICOS DA ALFABETIZACAO EM LINGUA MATERNA III","","","","","3","3","3","3","3","3","4","3","3","4","3","3","3","3","4","5","5","5","4","4","4","3","4","3","4","4","4","4","3","4","4","4","4","4","3","4","4","4","4","4","4","3","3","",""
"2023/11/13 3:53:11 PM GMT-3","LETRAS LINGUA PORTUGUESA","","","FONETICA E FONOLOGIA","","","","2","2","1","2","2","2","2","1","1","2","1","2","1","3","3","2","3","3","3","2","2","2","2","1","2","2","1","2","2","2","2","2","2","2","1","3","1","1","2","1","1","3","2","",""
"2023/11/13 3:56:12 PM GMT-3","LETRAS LINGUA PORTUGUESA","","","ENSINO/APRENDIZAGEM DO PORTUGUES I","","","","4","3","5","4","3","4","4","4","4","4","3","3","4","4","4","5","5","5","5","4","4","4","4","4","4","4","4","4","4","4","3","3","3","3","4","2","2","2","4","2","2","2","2","",""
"2023/11/13 4:03:44 PM GMT-3","LETRAS LINGUA PORTUGUESA","","","FONETICA E FONOLOGIA","","","","4","4","5","5","1","4","4","2","2","3","4","4","3","4","4","5","5","5","5","4","4","4","4","4","4","3","3","2","4","3","3","3","3","3","4","3","3","3","3","3","5","3","3","",""
"2023/11/13 4:04:19 PM GMT-3","BIBLIOTECONOMIA","","","","","EDUCACAO DE USUARIOS","","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","5","5","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","5","4","4","",""
"2023/11/13 4:06:11 PM GMT-3","LICENCIATURA INTEGRADA EM CIÊNCIAS, LINGUAGENS E MATEMÁTICA","","COMPREENSAO E EXPLICACAO DOS PROCESSOS DE DESENVOLVIMENTO E DA APRENDIZAGEM I","","","","","3","3","3","2","2","3","3","3","2","2","3","2","2","3","3","3","3","2","3","3","3","3","3","2","3","3","2","3","3","3","3","3","3","3","3","3","3","3","3","2","3","3","3","",""
"2023/11/13 4:09:15 PM GMT-3","BIBLIOTECONOMIA","","","","","PLANEJAMENTO DE AMBIENTES DE INFORMACAO","","4","4","5","5","4","4","4","4","4","4","4","4","4","4","4","5","5","5","5","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","5","4","4","Disciplina maravilhosa, professor excelente e até então o curso tem sido ótimo.","Aumentar a quantidade de aulas síncronas"
"2023/11/13 4:10:56 PM GMT-3","BIBLIOTECONOMIA","","","","","PLANEJAMENTO DE AMBIENTES DE INFORMACAO","","4","4","3","4","2","3","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","3","4","3","3","3","3","3","3","",""
"2023/11/13 4:13:09 PM GMT-3","LICENCIATURA INTEGRADA EM CIÊNCIAS, LINGUAGENS E MATEMÁTICA","","PESQUISA ORIENTADA NO AMBIENTE ESCOLAR E COMUNITÁRIO I","","","","","3","3","3","2","2","3","2","3","2","3","2","3","3","3","3","3","3","2","3","3","3","3","2","3","3","3","2","3","3","3","3","3","3","2","2","3","3","2","3","2","3","3","3","",""
"2023/11/13 4:14:07 PM GMT-3","LETRAS LINGUA PORTUGUESA","","","ENSINO/APRENDIZAGEM DO PORTUGUES I","","","","4","4","5","5","1","4","4","4","4","4","3","4","4","4","4","5","5","5","5","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","2","2","2","4","2","2","2","2","MELHORIA NO ESPACO COMO CADEIRAS E INTERNET",""
"2023/11/13 4:16:43 PM GMT-3","BIBLIOTECONOMIA","","","","","EDUCACAO DE USUARIOS","","4","4","5","5","4","4","4","4","4","4","4","4","4","4","4","5","5","5","5","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","5","4","4","Professora excelente, até me tornei orientando dela. Disciplina muito boa e dinâmica da EaD excepcional.",""
"2023/11/13 4:18:09 PM GMT-3","LICENCIATURA INTEGRADA EM CIÊNCIAS, LINGUAGENS E MATEMÁTICA","","ALFABETIZACAO E LETRAMENTO EM CIENCIAS E MATEMATICA V","","","","","2","3","3","3","3","2","2","2","2","2","2","2","2","3","3","3","3","3","3","3","2","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","",""
"2023/11/13 4:18:58 PM GMT-3","LICENCIATURA INTEGRADA EM CIÊNCIAS, LINGUAGENS E MATEMÁTICA","","LINGUAGEM E CONHECIMENTO IV","","","","","2","3","3","2","2","3","2","3","2","3","2","2","3","3","3","3","3","2","3","3","3","3","3","3","3","3","2","3","2","3","3","3","3","2","2","2","2","3","3","2","3","3","3","",""
"2023/11/13 4:20:14 PM GMT-3","LICENCIATURA INTEGRADA EM CIÊNCIAS, LINGUAGENS E MATEMÁTICA","","ALFABETIZACAO E LETRAMENTO EM CIENCIAS E MATEMATICA V","","","","","4","4","4","4","4","4","4","4","4","4","4","4","4","4","3","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","2","5","4","4","",""
"2023/11/13 4:23:18 PM GMT-3","BIBLIOTECONOMIA","","","","","SERVICO DE REFERENCIA E INFORMACAO","","3","2","3","2","3","3","3","2","2","3","3","3","2","2","2","3","3","2","2","3","2","2","2","2","3","2","2","3","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","",""
"2023/11/13 4:24:47 PM GMT-3","LICENCIATURA INTEGRADA EM CIÊNCIAS, LINGUAGENS E MATEMÁTICA","","ALFABETIZACAO E LETRAMENTO EM CIENCIAS E MATEMATICA V","","","","","4","4","4","3","3","4","4","4","4","4","4","4","4","3","4","4","4","3","3","4","4","4","4","4","4","4","3","4","4","4","4","4","4","4","4","3","3","4","4","3","5","3","4","Os Temas foram todos muito bem desenvolvidos e aplicados, só o que não funciona bem são as respostas dos professores e tutores na plataforma Moodle.","Sugiro que os tutores a distância tenham   conhecimento sobre os temas e mais autonomia para esclarecer nossas dúvidas frequentes."
"2023/11/13 4:25:26 PM GMT-3","LICENCIATURA INTEGRADA EM CIÊNCIAS, LINGUAGENS E MATEMÁTICA","","LINGUAGEM E CONHECIMENTO IV","","","","","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","3","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","3","4","4","3","5","4","4","",""
"2023/11/13 4:30:11 PM GMT-3","LICENCIATURA INTEGRADA EM CIÊNCIAS, LINGUAGENS E MATEMÁTICA","","PESQUISA ORIENTADA NO AMBIENTE ESCOLAR E COMUNITÁRIO I","","","","","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","3","5","4","4","",""
"2023/11/13 4:36:29 PM GMT-3","LICENCIATURA INTEGRADA EM CIÊNCIAS, LINGUAGENS E MATEMÁTICA","","ALFABETIZACAO E LETRAMENTO EM CIENCIAS E MATEMATICA V","","","","","2","3","3","3","3","3","2","2","2","2","2","2","2","3","2","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","4","2","3","",""
"2023/11/13 4:51:53 PM GMT-3","LICENCIATURA INTEGRADA EM CIÊNCIAS, LINGUAGENS E MATEMÁTICA","","ALFABETIZACAO E LETRAMENTO EM CIENCIAS E MATEMATICA V","","","","","2","3","3","3","3","3","2","2","2","2","2","2","2","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","",""
"2023/11/13 4:55:27 PM GMT-3","LICENCIATURA INTEGRADA EM CIÊNCIAS, LINGUAGENS E MATEMÁTICA","","ALFABETIZACAO E LETRAMENTO EM CIENCIAS E MATEMATICA V","","","","","3","3","4","3","4","4","4","3","4","4","3","3","4","4","4","4","4","3","4","4","4","4","4","3","3","4","3","4","4","4","3","4","4","4","3","3","3","3","3","3","4","3","3","",""
"2023/11/13 4:59:36 PM GMT-3","LICENCIATURA INTEGRADA EM CIÊNCIAS, LINGUAGENS E MATEMÁTICA","","ALFABETIZACAO E LETRAMENTO EM CIENCIAS E MATEMATICA V","","","","","2","3","3","3","3","2","2","2","2","2","2","2","2","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","",""
"2023/11/13 5:10:06 PM GMT-3","BIBLIOTECONOMIA","","","","","PLANEJAMENTO DE AMBIENTES DE INFORMACAO","","3","3","2","3","2","2","3","3","4","4","3","3","4","4","4","3","3","4","4","4","3","4","3","4","4","4","4","4","3","4","4","4","4","3","3","3","4","3","4","3","4","4","4","","Na minha opinião o ainda falta melhorar são as necessidades de livros impressos que muitas das vezes os estudantes necessidades e não têm o que procuram. Por isso, que precisamos de muitas mudanças a questão disso "
"2023/11/13 5:11:16 PM GMT-3","LICENCIATURA INTEGRADA EM CIÊNCIAS, LINGUAGENS E MATEMÁTICA","","INTRODUÇÃO A LIBRAS","","","","","3","3","4","2","3","4","4","3","3","3","4","3","4","4","4","4","4","3","4","3","4","3","3","4","4","4","4","4","4","4","4","4","4","4","4","3","3","3","4","3","5","3","3","",""
"2023/11/13 5:12:24 PM GMT-3","CIÊNCIAS BIOLÓGICAS","ANIMAIS PROTOSTÔMIOS ECDISOZOÁRIOS","","","","","","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","3","4","4","4","4","4","4","4","4","3","3","4","3","4","","PRECISAMOS DE UM TUTOR PARA AS DISCIPLINAS ESPECÍFICAS"
"2023/11/13 5:12:30 PM GMT-3","LICENCIATURA INTEGRADA EM CIÊNCIAS, LINGUAGENS E MATEMÁTICA","","ALFABETIZACAO E LETRAMENTO EM CIENCIAS E MATEMATICA V","","","","","2","3","3","3","3","2","2","2","2","2","2","2","2","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","2","3","",""
"2023/11/13 5:14:38 PM GMT-3","BIBLIOTECONOMIA","","","","","PUBLICACOES DIGITAIS","","2","4","3","3","3","4","3","2","2","3","3","3","3","2","2","3","3","3","3","3","2","2","2","2","2","2","1","2","2","2","1","1","1","1","1","1","1","1","1","2","2","2","1","",""
"2023/11/13 5:18:13 PM GMT-3","LICENCIATURA INTEGRADA EM CIÊNCIAS, LINGUAGENS E MATEMÁTICA","","ALFABETIZACAO E LETRAMENTO EM CIENCIAS E MATEMATICA V","","","","","2","3","3","3","3","2","2","2","2","2","2","2","2","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","2","3","",""
"2023/11/13 5:20:45 PM GMT-3","LICENCIATURA INTEGRADA EM CIÊNCIAS, LINGUAGENS E MATEMÁTICA","","ESTUDOS TEORICO-PRATICOS DA ALFABETIZACAO EM LINGUA MATERNA III","","","","","4","3","4","2","3","4","4","2","2","3","4","4","3","3","3","4","4","2","3","3","3","2","2","2","2","3","3","4","3","3","2","2","3","3","3","3","2","2","3","3","3","3","3","",""
"2023/11/13 5:21:22 PM GMT-3","CIÊNCIAS BIOLÓGICAS","MORFOFISIOLOGIA VEGETAL","","","","","","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","3","4","4","3","3","3","4","","PRECISAMOS DE UM TUTOR PARA AS DISCIPLINAS ESPECÍFICAS"
"2023/11/13 5:21:39 PM GMT-3","LICENCIATURA INTEGRADA EM CIÊNCIAS, LINGUAGENS E MATEMÁTICA","","ESTUDOS TEORICO-PRATICOS DA ALFABETIZACAO EM LINGUA MATERNA III","","","","","3","3","3","3","3","3","3","3","2","3","3","3","3","2","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","4","2","3","",""
"2023/11/13 5:22:32 PM GMT-3","BIBLIOTECONOMIA","","","","","EDUCACAO DE USUARIOS","","3","4","5","5","4","4","2","4","4","3","2","2","2","3","4","5","5","5","5","4","4","3","3","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","5","4","4","Tive um pouco de dificuldade nos estudos da disciplina, por conta do estágio de outra área que estou fazendo. Além é claro de fazer outro curso na área da comunicação. Portanto isso me deixa sobrecarregado as vezes, porém no meu tempo livre faço questão de estudar muito.","Por mais encontros presenciais aonde o tutor possa trabalhar na prática o aprendizado. Sendo que diversos alunos comentam de se sentirem abandonados pelo fato de não ter atividades práticas de ensino."
"2023/11/13 5:23:38 PM GMT-3","BIBLIOTECONOMIA","","","","","PLANEJAMENTO DE AMBIENTES DE INFORMACAO","","3","3","4","4","3","3","3","3","3","3","3","3","3","2","2","2","2","2","3","3","3","3","2","3","3","3","2","3","2","1","2","2","2","2","2","2","2","2","2","2","2","2","2","",""
"2023/11/13 5:24:31 PM GMT-3","LICENCIATURA INTEGRADA EM CIÊNCIAS, LINGUAGENS E MATEMÁTICA","","INTRODUÇÃO A LIBRAS","","","","","4","4","4","4","3","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","3","3","4","2","3","3","3","",""
"2023/11/13 5:25:46 PM GMT-3","LICENCIATURA INTEGRADA EM CIÊNCIAS, LINGUAGENS E MATEMÁTICA","","ESTUDOS TEORICO-PRATICOS DA ALFABETIZACAO EM LINGUA MATERNA III","","","","","3","3","5","4","3","1","3","3","3","3","3","4","3","3","3","4","4","3","3","3","3","3","3","3","3","3","3","3","3","3","3","4","3","3","3","3","3","3","4","3","3","3","3","","Ter uma explicação melhor dos temas e das atividades. "
"2023/11/13 5:27:33 PM GMT-3","BIBLIOTECONOMIA","","","","","EDUCACAO DE USUARIOS","","3","3","3","4","3","3","3","3","3","3","3","3","3","3","3","3","4","4","3","3","3","3","3","3","3","3","3","3","3","3","3","3","2","2","2","2","2","2","2","2","2","2","2","",""
"2023/11/13 5:28:47 PM GMT-3","LICENCIATURA INTEGRADA EM CIÊNCIAS, LINGUAGENS E MATEMÁTICA","","LINGUAGEM E CONHECIMENTO IV","","","","","4","4","4","3","3","4","4","4","3","4","4","4","4","3","3","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","3","3","3","3","3","3","3","3","",""
"2023/11/13 5:29:17 PM GMT-3","CIÊNCIAS BIOLÓGICAS","SOCIEDADE E MEIO AMBIENTE","","","","","","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","3","3","","PRECISAMOS DE UM TUTOR PARA AS DISCIPLINAS ESPECÍFICAS"
"2023/11/13 5:32:06 PM GMT-3","LICENCIATURA INTEGRADA EM CIÊNCIAS, LINGUAGENS E MATEMÁTICA","","INTRODUÇÃO A LIBRAS","","","","","3","4","3","3","3","3","3","3","4","4","4","3","3","3","3","4","3","3","4","3","3","3","3","3","4","2","2","4","3","3","3","3","3","3","2","3","3","3","4","3","4","4","4","",""
"2023/11/13 5:35:38 PM GMT-3","BIBLIOTECONOMIA","","","","","POLITICAS DE INFORMACAO","","3","3","4","4","4","4","4","4","4","4","4","4","4","2","2","2","2","2","2","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","2","2","2","2","2","2","2","2","",""
"2023/11/13 5:35:48 PM GMT-3","CIÊNCIAS BIOLÓGICAS","ANIMAIS PROTOSTÔMIOS ECDISOZOÁRIOS","","","","","","2","2","2","2","2","3","3","3","3","3","3","3","2","2","2","2","3","3","2","3","2","2","3","2","2","3","2","3","2","2","2","2","2","2","2","1","2","4","2","4","5","4","4","De forma direta, que essa formulário sirva para diversas melhorias nos cursos EAD.","Mais infraestrutura para os polos EAD."
"2023/11/13 5:37:35 PM GMT-3","BIBLIOTECONOMIA","","","","","SERVICO DE REFERENCIA E INFORMACAO","","3","3","4","3","3","3","3","3","3","3","3","3","3","2","2","2","2","2","2","3","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","",""
"2023/11/13 5:38:10 PM GMT-3","LICENCIATURA INTEGRADA EM CIÊNCIAS, LINGUAGENS E MATEMÁTICA","","PESQUISA ORIENTADA NO AMBIENTE ESCOLAR E COMUNITÁRIO I","","","","","4","4","4","3","3","4","4","4","4","4","4","4","4","3","3","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","3","4","4","4","4","3","3","3","3","5","3","3","",""
"2023/11/13 5:39:12 PM GMT-3","LICENCIATURA INTEGRADA EM CIÊNCIAS, LINGUAGENS E MATEMÁTICA","","LINGUAGEM E CONHECIMENTO IV","","","","","3","3","4","4","4","4","3","3","3","3","3","3","3","3","4","5","5","5","4","3","4","4","3","3","3","3","4","4","3","3","4","4","4","3","3","3","2","3","4","4","4","3","4","",""
"2023/11/13 5:43:45 PM GMT-3","LICENCIATURA INTEGRADA EM CIÊNCIAS, LINGUAGENS E MATEMÁTICA","","PESQUISA ORIENTADA NO AMBIENTE ESCOLAR E COMUNITÁRIO I","","","","","3","3","4","4","3","3","3","4","4","3","3","3","3","3","4","4","3","3","4","3","3","3","3","3","3","4","3","3","3","4","3","3","3","3","3","3","3","3","3","3","4","4","4","",""
"2023/11/13 5:45:09 PM GMT-3","CIÊNCIAS BIOLÓGICAS","SOCIEDADE E MEIO AMBIENTE","","","","","","2","2","2","2","2","3","3","3","2","3","2","2","3","2","2","2","2","1","1","2","2","2","2","2","2","3","1","3","2","2","2","2","2","2","2","2","2","1","2","1","1","1","1","Que esse forms contribua na melhoria do EAD.","Maior e melhor infraestrutura."
"2023/11/13 5:58:08 PM GMT-3","LICENCIATURA INTEGRADA EM CIÊNCIAS, LINGUAGENS E MATEMÁTICA","","ALFABETIZACAO E LETRAMENTO EM CIENCIAS E MATEMATICA V","","","","","4","4","4","3","3","3","3","4","4","4","3","3","4","4","4","4","4","4","4","4","4","4","4","4","3","4","4","4","4","4","4","4","4","3","4","4","3","3","4","3","3","3","4","",""
